ICAO;IATA;AirportName;City;Country;Latitude;Longitude;Altitude
ROKJ;UEO;KUMEJIMA;KUMEJIMA;JAPAN;26.36333333;126.7136111;7.0104
ROKW;N/A;;YOMITAN;JAPAN;0;0;0
ROMD;MMD;MINAMI DAITO;MINAMI DAITO;JAPAN;25.84638889;131.2633333;50.9016
ROMY;MMY;MIYAKO;MIYAKO;JAPAN;24.78277778;125.295;45.72
RORA;AGJ;;AGUNI;JAPAN;0;0;0
RORH;HTR;;HATERUMA;JAPAN;0;0;0
RORK;KTD;KITADAITO;KITADAITO;JAPAN;25.94777778;131.3213889;24.384
RORS;SHI;SHIMOJISHIMA;SHIMOJISHIMA;JAPAN;24.82666667;125.1447222;16.4592
RORT;N/A;;TARAMA;JAPAN;0;0;0
RORY;RNJ;YORON;YORON;JAPAN;27.04388889;128.4013889;15.8496
ROTM;N/A;FUTENMA MCAS;FUTEMA;JAPAN;26.27416667;127.7563889;75.2856
ROYN;OGN;YONAGUNI;YONAGUNI JIMA;JAPAN;24.46694444;122.9777778;21.336
RPLL;MNL;NINOY AQUINO INTERNATIONAL;MANILA;PHILIPPINES;14.50861111;121.0194444;22.86
RPMB;N/A;GENERAL SANTOS;CUBI NAS;PHILIPPINES;6.105555556;125.2361111;8.5344
RPMC;CEB;COTABATO;CEBU;PHILIPPINES;7.164722222;124.2102778;57.6072
RPMK;N/A;;CLARK/PAMPANGA;PHILIPPINES;0;0;0
RPML;CGY;CAGAYAN DE ORO;LADAG;PHILIPPINES;8.414444444;124.6113889;185.928
RPMM;MNL;MALABANG;MANILA;PHILIPPINES;7.617222222;124.0586111;8.2296
RPMP;LGP;PAGADIAN;LEGAZPI;PHILIPPINES;7.827777778;123.4602778;1.524
RPMR;N/A;TAMBLER;ROMBLON;PHILIPPINES;6.058055556;125.0961111;151.7904
RPMS;N/A;SURIGAO;SANGLEY POINT;PHILIPPINES;9.757777778;125.4808333;6.096
RPMT;N/A;;LAPU-LAPU;PHILIPPINES;0;0;0
RPMZ;ZAM;ZAMBOANGA INTERNATIONAL;ZAMBOANGA;PHILIPPINES;6.922222222;122.0594444;10.0584
RPUA;N/A;;APARRI;PHILIPPINES;0;0;0
RPUB;BAG;BAGUIO;BAGUIO;PHILIPPINES;16.375;120.6188889;1295.7048
RPUC;N/A;;CABANATUAN;PHILIPPINES;0;0;0
RPUD;N/A;DAET;DAET;PHILIPPINES;14.12916667;122.9802778;3.048
RPUE;N/A;;LUCENA;PHILIPPINES;0;0;0
RPUF;N/A;BASA AB;FLORIDABLANCA;PHILIPPINES;14.98638889;120.4925;46.0248
RPUG;N/A;LINGAYEN;LINGAYEN;PHILIPPINES;16.03472222;120.2408333;0.3048
RPUH;N/A;SAN JOSE;SAN JOSE;PHILIPPINES;12.36138889;121.0463889;4.2672
RPUI;N/A;IBA;IBA;PHILIPPINES;15.32555556;119.9688889;3.3528
RPUJ;N/A;;CASTILLEJOS;PHILIPPINES;0;0;0
RPUK;N/A;;CALAPAN;PHILIPPINES;0;0;0
RPUL;N/A;FERNANDO AB;LIPA;PHILIPPINES;13.955;121.1247222;371.856
RPUM;N/A;MAMBURAO;MAMBURAO;PHILIPPINES;13.20805556;120.6052778;3.9624
RPUN;N/A;NAGA;NAGA;PHILIPPINES;13.58527778;123.2708333;43.2816
RPUO;N/A;BASCO;BASCO;PHILIPPINES;20.45166667;121.98;88.6968
RPUP;N/A;LARAP;JOSE PANGANIBAN;PHILIPPINES;14.29277778;122.6455556;5.4864
RPUQ;N/A;VIGAN;VIGAN;PHILIPPINES;17.55361111;120.3575;10.3632
RPUR;N/A;;BALER;PHILIPPINES;0;0;0
RPUS;N/A;SAN FERNANDO;SAN FERNANDO;PHILIPPINES;16.59555556;120.3030556;3.9624
RPUT;N/A;TUGUEGARAO;TUGUEGARAO;PHILIPPINES;17.63805556;121.7305556;21.336
RPUU;N/A;;BULAN;PHILIPPINES;0;0;0
RPUV;N/A;VIRAC;VIRAC;PHILIPPINES;13.5775;124.2061111;36.8808
RPUW;N/A;MARINDUQUE;MARINDUQUE;PHILIPPINES;13.36111111;121.8252778;4.572
RPUX;N/A;;PLARIDEL;PHILIPPINES;0;0;0
RPUY;N/A;CAUAYAN;CAUAYAN;PHILIPPINES;16.92972222;121.7533333;60.96
RPUZ;N/A;BAGABAG;BAGABAG;PHILIPPINES;16.61888889;121.2522222;24.9936
RPVA;TAC;DANIEL Z ROMUALDEZ;TACLOBAN;PHILIPPINES;11.22722222;125.0277778;3.048
RPVB;BCD;BACOLOD;BACOLOD;PHILIPPINES;10.6425;122.9294444;7.62
RPVC;N/A;CALBAYOG;CALBAYOG;PHILIPPINES;12.0725;124.545;3.6576
RPVD;DGT;DUMAGUETE;DUMAGUETE;PHILIPPINES;9.334166667;123.3019444;4.572
RPVE;N/A;;CATICLAN;PHILIPPINES;0;0;0
RPVF;N/A;CATARMAN;CATARMAN;PHILIPPINES;12.50222222;124.6355556;2.1336
RPVG;N/A;GUIUAN;GUIUAN;PHILIPPINES;11.03555556;125.7427778;2.1336
RPVH;N/A;;HILONGOS;PHILIPPINES;0;0;0
RPVI;ILO;ILOILO;ILOILO;PHILIPPINES;10.71305556;122.545;8.2296
RPVK;KLO;KALIBO;KALIBO;PHILIPPINES;11.68111111;122.3777778;12.4968
RPVL;N/A;;ROXAS;PHILIPPINES;0;0;0
RPVM;NOP;MACTAN INTERNATIONAL;MASBATE;PHILIPPINES;10.3075;123.9791667;9.4488
RPVN;N/A;;MEDELLIN;PHILIPPINES;0;0;0
RPVO;N/A;ORMOC;ORMOC;PHILIPPINES;11.05583333;124.5655556;25.2984
RPVP;PPS;PUERTO PRINCESA;PUERTO PRINCESA;PHILIPPINES;9.741944444;118.7586111;21.6408
RPVR;N/A;ROXAS;ROXAS;PHILIPPINES;11.5975;122.7527778;3.048
RPVS;SJI;ANTIQUE;SAN JOSE;PHILIPPINES;10.76611111;121.9322222;7.0104
RPWA;N/A;;SURALLAH;PHILIPPINES;0;0;0
RPWB;N/A;;BUAYAN/COTABATO SOUTH;PHILIPPINES;0;0;0
RPWC;CBO;;COTABATO;PHILIPPINES;0;0;0
RPWD;DVO;;DAVAO;PHILIPPINES;0;0;0
RPWE;BXU;;BUTUAN;PHILIPPINES;0;0;0
RPWG;N/A;;DIPOLOG;PHILIPPINES;0;0;0
RPWI;N/A;;OZAMIS;PHILIPPINES;0;0;0
RPWJ;N/A;;JOLO;PHILIPPINES;0;0;0
RPWK;N/A;;TACURONG;PHILIPPINES;0;0;0
RPWL;CGY;;CAGAYAN DE ORO;PHILIPPINES;0;0;0
RPWM;N/A;;MALABANG;PHILIPPINES;0;0;0
RPWN;N/A;;BONGAO/SULU;PHILIPPINES;0;0;0
RPWP;N/A;;PAGADIAN;PHILIPPINES;0;0;0
RPWS;N/A;;SURIGAO;PHILIPPINES;0;0;0
RPWT;N/A;;DEL MONTE;PHILIPPINES;0;0;0
RPWV;N/A;;BUENAVISTA/AGUSAN;PHILIPPINES;0;0;0
RPWW;N/A;;TANDAG;PHILIPPINES;0;0;0
RPWX;N/A;;ILGAN;PHILIPPINES;0;0;0
RPWY;N/A;;MALAYBALAY;PHILIPPINES;0;0;0
RPWZ;N/A;;BISLIG;PHILIPPINES;0;0;0
RPXC;N/A;;TARLAC;PHILIPPINES;0;0;0
RPXG;N/A;;LUBANG;PHILIPPINES;0;0;0
RPXI;N/A;;ITBAYAT;PHILIPPINES;0;0;0
RPXJ;N/A;;JOMALIG;PHILIPPINES;0;0;0
RPXM;N/A;;FORT MAGSAYSAY;PHILIPPINES;0;0;0
RPXP;N/A;;PORO POINT;PHILIPPINES;0;0;0
RPXR;N/A;;CORREGIDOR;PHILIPPINES;0;0;0
RPXT;N/A;;ALABAT;PHILIPPINES;0;0;0
RPXU;N/A;;SORSOGON;PHILIPPINES;0;0;0
SABA;EZE;;BUENOS AIRES;ARGENTINA;0;0;0
SABE;AEP;AEROPARQUE JORGE NEWBERY;BUENOS AIRES;ARGENTINA;-34.55916667;-58.41555556;5.4864
SACC;N/A;LA CUMBRE;LA CUMBRE;ARGENTINA;-31.00666667;-64.5325;1138.1232
SACD;N/A;;CORONEL OLMEDO;ARGENTINA;0;0;0
SACI;N/A;;PILAR;ARGENTINA;0;0;0
SACL;N/A;;LAGUNA LARGA;ARGENTINA;0;0;0
SACM;N/A;;VILA GENERAL MITRE;ARGENTINA;0;0;0
SACN;N/A;;ASCOCHINGA;ARGENTINA;0;0;0
SACO;COR;AMBROSIO L V TARAVELLA;CORDOBA;ARGENTINA;-31.32361111;-64.20777778;488.8992
SACQ;N/A;;MONTE QUEMADO;ARGENTINA;0;0;0
SACS;N/A;;VILLA DE SOTO;ARGENTINA;0;0;0
SACT;N/A;CHAMICAL;GOBERNADOR GORDILLO;ARGENTINA;-30.34527778;-66.29361111;458.1144
SACV;N/A;;VILLA MARIA D.RIO SECO;ARGENTINA;0;0;0
SADD;N/A;DON TORCUATO;BUENOS AIRES;ARGENTINA;-34.50055556;-58.60416667;4.8768
SADF;N/A;SAN FERNANDO;SAN FERNANDO;ARGENTINA;-34.45305556;-58.58944444;3.048
SADG;N/A;;MONTE GRANDE;ARGENTINA;0;0;0
SADJ;N/A;MARIANO MORENO;JOSE C. PAZ;ARGENTINA;-34.56055556;-58.78944444;32.004
SADL;LPG;LA PLATA;LA PLATA;ARGENTINA;-34.97222222;-57.89444444;21.9456
SADM;N/A;MORON;MORON;ARGENTINA;-34.67611111;-58.6425;28.956
SADP;N/A;EL PALOMAR;EL PALOMAR;ARGENTINA;-34.60972222;-58.6125;17.9832
SADQ;N/A;;QUILMES;ARGENTINA;0;0;0
SADR;N/A;;MERLO;ARGENTINA;0;0;0
SADS;N/A;AEROCLUB ARGENTINO;SAN JUSTO;ARGENTINA;-34.73138889;-58.59944444;18.8976
SADZ;N/A;;MATANZA;ARGENTINA;0;0;0
SAFE;N/A;;SANTA FE;ARGENTINA;0;0;0
SAHC;N/A;CHOS MALAL;CHOSMADAL;ARGENTINA;-37.44444444;-70.22222222;850.0872
SAHR;N/A;GENERAL ROCA;FUERTE GRAL ROCA;ARGENTINA;-39.00055556;-67.62027778;259.9944
SAMA;N/A;;GRAL ALVEAR;ARGENTINA;0;0;0
SAMC;N/A;;CRISTO REDENTOR;ARGENTINA;0;0;0
SAME;MDZ;EL PLUMERILLO;MENDOZA;ARGENTINA;-32.83166667;-68.79277778;704.3928
SAMH;N/A;;VALLE HERMOSO;ARGENTINA;0;0;0
SAMI;N/A;;SAN MARTIN;ARGENTINA;0;0;0
SAMJ;N/A;;JACHAL;ARGENTINA;0;0;0
SAMM;LGS;MALARGUE;MALARGUE;ARGENTINA;-35.48388889;-69.5825;1430.1216
SAMQ;N/A;MENDOZA AEROPARQUE;MENDOZA;ARGENTINA;-32.86583333;-68.87222222;807.1104
SAMR;AFA;SAN RAFAEL;SAN RAFAEL;ARGENTINA;-34.58805556;-68.4025;752.856
SAMS;N/A;;SAN CARLOS;ARGENTINA;0;0;0
SAMU;N/A;;USPALLATA;ARGENTINA;0;0;0
SANC;CTC;CATAMARCA;CATAMARCA;ARGENTINA;-28.59555556;-65.75166667;463.9056
SANE;SDE;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;ARGENTINA;-27.76555556;-64.31;199.9488
SANH;N/A;;RIO HONDO;ARGENTINA;0;0;0
SANI;N/A;TINOGASTA;TINOGASTA;ARGENTINA;-28.0375;-67.58027778;1210.056
SANL;IRJ;LA RIOJA;LA RIOJA;ARGENTINA;-29.38138889;-66.79583333;437.9976
SANM;N/A;;PERGAMINO;ARGENTINA;0;0;0
SANO;N/A;CHILECITO;CHILECITO;ARGENTINA;-29.22388889;-67.43888889;950.0616
SANT;TUC;TENIENTE BENJAMIN MATIENZO;TUCUMAN;ARGENTINA;-26.84083333;-65.10472222;455.676
SANU;UAQ;SAN JUAN;SAN JULIAN;ARGENTINA;-31.57138889;-68.41805556;597.1032
SANW;N/A;;CERES;ARGENTINA;0;0;0
SAOC;RCU;RIO CUARTO AREA DE MATERIAL;RIO CUARTO;ARGENTINA;-33.08555556;-64.26138889;420.9288
SAOD;VDR;VILLA DOLORES;VILLA DOLORES;ARGENTINA;-31.94111111;-65.14222222;565.0992
SAOE;N/A;;EMBALSE;ARGENTINA;0;0;0
SAOL;N/A;LABOULAYE;LABOULAYE;ARGENTINA;-34.13527778;-63.36222222;136.8552
SAOM;N/A;MARCOS JUAREZ;MARCOS JUAREZ;ARGENTINA;-32.68361111;-62.15777778;110.0328
SAOR;N/A;VILLA REYNOLDS;VILLA REYNOLDS;ARGENTINA;-33.72972222;-65.38722222;484.9368
SAOU;LUQ;SAN LUIS;SAN LUIS;ARGENTINA;-33.27305556;-66.35638889;709.8792
SAPC;N/A;;CHEPES;ARGENTINA;0;0;0
SARC;CNQ;CORRIENTES;CORRIENTES;ARGENTINA;-27.44527778;-58.76166667;61.8744
SARE;RES;RESISTENCIA;RESISTENCIA;ARGENTINA;-27.44972222;-59.05611111;53.0352
SARF;FMA;FORMOSA;FORMOSA;ARGENTINA;-26.2125;-58.22805556;59.1312
SARI;IGR;CATARATAS DEL IGUAZU;IGUAZU FALLS;ARGENTINA;-25.7375;-54.47305556;279.1968
SARL;AOL;PASO DE LOS LIBRES;PASO DE LOS LIBRES;ARGENTINA;-29.68916667;-57.15194444;70.104
SARM;N/A;MONTE CASEROS;MONTE CASEROS;ARGENTINA;-30.27166667;-57.64;53.0352
SARO;N/A;;ITUZAINGO;ARGENTINA;0;0;0
SARP;PSS;POSADAS;POSADAS;ARGENTINA;-27.38583333;-55.97055556;130.7592
SARS;N/A;TERMAL;PRESIDENCIA R.S.PENA;ARGENTINA;-26.75638889;-60.49305556;93.5736
SASA;SLA;SALTA;SALTA;ARGENTINA;-24.85583333;-65.48611111;1242.6696
SASJ;JUJ;JUJUY;JUJUY;ARGENTINA;-24.39277778;-65.09777778;920.1912
SASO;ORA;ORAN;ORAN;ARGENTINA;-23.15277778;-64.32916667;356.0064
SASQ;N/A;LA QUIACA;LA QUIACA;ARGENTINA;-22.16222222;-65.56972222;3480.2064
SASR;N/A;;RIVADAVIA;ARGENTINA;0;0;0
SAST;N/A;GENERAL ENRIQUE MOSCONI TARTAGAL;TARTAGAL;ARGENTINA;-22.61972222;-63.79361111;448.9704
SATC;N/A;;CLORINDA;ARGENTINA;0;0;0
SATD;N/A;;EL DORADO;ARGENTINA;0;0;0
SATG;N/A;GOYA;GOYA;ARGENTINA;-29.10583333;-59.21861111;39.0144
SATI;N/A;;BERNARDO DE IRIGOYEN;ARGENTINA;0;0;0
SATK;N/A;ALFEREZ ARMANDO RODRIGUEZ;LAS LOMITAS;ARGENTINA;-24.72111111;-60.54861111;129.8448
SATM;N/A;MERCEDES;MERCEDES;ARGENTINA;-29.22305556;-58.08805556;104.8512
SATO;N/A;OBERA;OBERA;ARGENTINA;-27.51805556;-55.12388889;34.1376
SATR;N/A;RECONQUISTA;RECONQUISTA;ARGENTINA;-29.21;-59.69083333;49.0728
SATU;N/A;CURUZU CUATIA;CURUZU CUATIA;ARGENTINA;-29.77055556;-57.97888889;70.104
SAVA;N/A;;PIEDRA DEL AGUILA;ARGENTINA;0;0;0
SAVB;EHL;EL BOLSON;EL BOLSON;ARGENTINA;-41.94305556;-71.53222222;345.0336
SAVC;CRD;COMODORO RIVADAVIA;COMODORO RIVADAVIA;ARGENTINA;-45.785;-67.46555556;57.912
SAVD;EMX;EL MAITEN;EL MAITEN;ARGENTINA;-42.03055556;-71.16972222;718.1088
SAVE;EQS;ESQUEL;ESQUEL;ARGENTINA;-42.90777778;-71.13944444;787.908
SAVH;N/A;LAS HERAS;LAS HERAS;ARGENTINA;-46.53833333;-68.96583333;330.0984
SAVM;N/A;;LAGO MUSTERS;ARGENTINA;0;0;0
SAVO;OES;;SAN ANTONIO OESTE;ARGENTINA;0;0;0
SAVP;N/A;;PASO DE LOS INDIOS;ARGENTINA;0;0;0
SAVQ;N/A;;MAQUINCHAO;ARGENTINA;0;0;0
SAVR;ARR;;ALTO RIO SENGUERR;ARGENTINA;0;0;0
SAVS;SGV;;SIERRA GRANDE;ARGENTINA;0;0;0
SAVT;REL;ALMIRANTE ZAR;TRELEW;ARGENTINA;-43.21027778;-65.27027778;42.9768
SAVV;VDM;GOBERNADOR CASTELLO;VIEDMA;ARGENTINA;-40.86916667;-63.00027778;6.096
SAVY;PMY;EL TEHUELCHE;PUERTO MADRYN;ARGENTINA;-42.75888889;-65.1025;135.9408
SAWA;ING;LAGO ARGENTINO;LAGO ARGENTINO;ARGENTINA;-50.33527778;-72.24833333;223.1136
SAWB;N/A;BASE MARAMBIO;MARAMBIO BASE;ANTARCTICA;-64.23833333;-56.63083333;23.1648
SAWD;PUD;PUERTO DESEADO;PUERTO DESEADO;ARGENTINA;-47.73527778;-65.90388889;81.0768
SAWE;RGA;RIO GRANDE;RIO GRANDE;ARGENTINA;-53.7775;-67.74916667;20.1168
SAWG;RGL;RIO GALLEGOS;RIO GALLEGOS;ARGENTINA;-51.60861111;-69.3125;18.5928
SAWH;USH;USHUAIA MALVINAS ARGENTINAS;USHUAIA;ARGENTINA;-54.84305556;-68.29555556;31.0896
SAWJ;ULA;SAN JULIAN;SAN JULIAN;ARGENTINA;-49.30666667;-67.8025;57.912
SAWM;ROY;;RIO MAYO;ARGENTINA;0;0;0
SAWP;PMQ;;PERITO MORENO;ARGENTINA;0;0;0
SAWR;GGS;;GOBERNADOR GREGORES;ARGENTINA;0;0;0
SAWS;JSM;JOSE DE SAN MARTIN;JOSE DE SAN MARTIN;ARGENTINA;-44.04805556;-70.45916667;733.9584
SAWT;RYO;EL TURBIO;RIO TURBIO;ARGENTINA;-51.60638889;-72.21666667;276.1488
SAWU;RZA;SANTA CRUZ;SANTA CRUZ;ARGENTINA;-50.01638889;-68.57916667;110.9472
SAXC;N/A;;NUEVA DE JULIO;ARGENTINA;0;0;0
SAZB;BHI;COMANDANTE ESPORA;BAHIA BLANCA;ARGENTINA;-38.72472222;-62.16916667;74.9808
SAZC;N/A;CORONEL SUAREZ;COLONEL SUAREZ;ARGENTINA;-37.44611111;-61.88916667;234.0864
SAZD;N/A;DOLORES;DOLORES;ARGENTINA;-36.32027778;-57.72166667;10.0584
SAZE;N/A;;PIGUE;ARGENTINA;0;0;0
SAZF;N/A;OLAVARRIA;OLAVARRIA;ARGENTINA;-36.89083333;-60.21611111;167.9448
SAZG;N/A;GENERAL PICO;GENERAL PICO;ARGENTINA;-35.69611111;-63.75805556;139.9032
SAZH;N/A;TRES ARROYOS;TRES ARROYOS;ARGENTINA;-38.38666667;-60.32944444;121.92
SAZI;N/A;BOLIVAR;BOLIVAR;ARGENTINA;-36.18694444;-61.07611111;93.8784
SAZJ;N/A;;BENITO JUAREZ;ARGENTINA;0;0;0
SAZK;N/A;;CERRO CATEDRAL;ARGENTINA;0;0;0
SAZL;N/A;SANTA TERESITA;SANTA TERESITA;ARGENTINA;-36.54222222;-56.72166667;3.048
SAZM;MDQ;MAR DEL PLATA;MAR DEL PLATA;ARGENTINA;-37.93416667;-57.57333333;22.2504
SAZN;NQN;PRESIDENTE PERON;NEUQUEN;ARGENTINA;-38.94888889;-68.15555556;273.1008
SAZO;N/A;NECOCHEA;NECOCHEA;ARGENTINA;-38.48944444;-58.81583333;21.9456
SAZP;N/A;COMODORO P ZANNI;PEHUAJO;ARGENTINA;-35.84555556;-61.85777778;85.0392
SAZQ;N/A;;RIO COLORADO;ARGENTINA;0;0;0
SAZR;RSA;SANTA ROSA;SANTA ROSA;ARGENTINA;-36.58805556;-64.27527778;192.024
SAZS;BRC;SAN CARLOS DE BARILOCHE;SAN CARLOS DE BARILOCH;ARGENTINA;-41.15111111;-71.1575;846.1248
SAZT;TDL;TANDIL;TANDIL;ARGENTINA;-37.23722222;-59.22777778;174.9552
SAZU;N/A;;PUELCHES;ARGENTINA;0;0;0
SAZV;VLG;VILLA GESELL;VILLA GESELL;ARGENTINA;-37.23527778;-57.02916667;10.0584
SAZW;N/A;CUTRALCO;CUTRALCO;ARGENTINA;-38.93944444;-69.26444444;650.1384
SAZY;CPC;AVIADOR C CAMPOS;SAN MARTIN DES ANDES;ARGENTINA;-40.07527778;-71.13722222;783.0312
SBAF;N/A;CAMPO DELIO JARDIM DE MATTOS;RIO DE JANEIRO;BRAZIL;-22.875;-43.38444444;33.528
SBAM;N/A;AMAPA;AMAPA;BRAZIL;2.076666667;-50.86222222;13.716
SBAQ;AQA;ARARAQUARA;ARARACUARA;BRAZIL;-21.81194444;-48.13277778;711.4032
SBAR;AJU;SANTA MARIA;ARACAJU;BRAZIL;-10.98388889;-37.07027778;7.0104
SBAS;N/A;ASSIS;ASSIS;BRAZIL;-22.63833333;-50.45583333;563.88
SBAT;AFL;ALTA FLORESTA;ALTA FLORESTA;BRAZIL;-9.865833333;-56.10611111;288.6456
SBAU;ARU;ARACATUBA;ARACATUBA;BRAZIL;-21.14111111;-50.42472222;414.8328
SBAV;N/A;USINA PORTO PRIMAVERA;TEODORO SAMPAIO;BRAZIL;-22.52555556;-52.97194444;325.2216
SBBE;BEL;VAL DE CAES;BELEM;BRAZIL;-1.379166667;-48.47611111;16.4592
SBBG;BGX;COMANDANTE GUSTAVO KRAEMER;BAGE;BRAZIL;-31.39027778;-54.11222222;182.88
SBBH;PLU;PAMPULHA;BELO HORIZONTE;BRAZIL;-19.85166667;-43.95027778;789.1272
SBBI;BFH;BACACHERI;CURITIBA;BRAZIL;-25.405;-49.23194444;931.7736
SBBQ;N/A;MAJOR BRIGADEIRO DOORGAL BORGES;BARBACENA;BRAZIL;-21.26694444;-43.76083333;1114.6536
SBBR;BSB;PRESIDENTE JUSCELINO KUBITSCHEK;BRASILIA;BRAZIL;-15.8625;-47.9125;1060.3992
SBBU;BAU;BAURU;BAURU;BRAZIL;-22.345;-49.05361111;615.0864
SBBV;BVB;BOA VISTA;BOA VISTA;BRAZIL;2.846111111;-60.69;84.1248
SBBW;N/A;BARRA DO GARCAS;BARRA DO GARCAS;BRAZIL;-15.86111111;-52.38888889;349.6056
SBCA;CAC;CASCAVEL;CASCAVEL;BRAZIL;-25.00027778;-53.50055556;753.7704
SBCC;N/A;CACHIMBO;ITAITUBA;BRAZIL;-9.333888889;-54.96527778;537.0576
SBCF;CNF;TANCREDO NEVES;BELO HORIZONTE;BRAZIL;-19.63361111;-43.96861111;827.532
SBCG;CGR;CAMPO GRANDE;CAMPO GRANDE;BRAZIL;-20.46861111;-54.6725;558.6984
SBCH;XAP;CHAPECO;CHAPECO;BRAZIL;-27.13416667;-52.65638889;654.1008
SBCI;CLN;CAROLINA;CAROLINA;BRAZIL;-7.320277778;-47.45861111;172.212
SBCL;N/A;;PARAUAPEBAS;BRAZIL;0;0;0
SBCM;N/A;FORQUILHINHA;CRICIUMA;BRAZIL;-28.72555556;-49.42472222;28.3464
SBCO;N/A;CANOAS;PORTO ALEGRE;BRAZIL;-29.94583333;-51.14444444;7.9248
SBCP;CAW;BARTOLOMEU LISANDRO;CAMPOS;BRAZIL;-21.69833333;-41.30166667;17.3736
SBCR;CMG;CORUMBA INTERNATIONAL;CORUMBA;BRAZIL;-19.01166667;-57.67277778;140.5128
SBCT;CWB;AFONSO PENA;CURITIBA;BRAZIL;-25.52833333;-49.17555556;910.7424
SBCV;CRQ;CARAVELAS;CARAVELAS;BRAZIL;-17.65222222;-39.25305556;10.9728
SBCX;CXJ;CAMPO DOS BUGRES;CAXIAS DO SUL;BRAZIL;-29.19694444;-51.1875;753.4656
SBCY;CGB;MARECHAL RONDON;CUIABA;BRAZIL;-15.65277778;-56.11666667;187.1472
SBCZ;CZS;CRUZEIRO DO SUL;CRUIZIRO DO SUL;BRAZIL;-7.6;-72.76944444;194.1576
SBDN;PPB;PRESIDENTE PRUDENTE;PRESIDENT PRUDENTE;BRAZIL;-22.175;-51.42444444;450.1896
SBEG;MAO;EDUARDO GOMES INTERNATIONAL;MANAUS;BRAZIL;-3.038611111;-60.04972222;80.4672
SBEK;N/A;JACAREACANGA;JACARE-ACANGA;BRAZIL;-6.233055556;-57.77666667;98.4504
SBEN;N/A;;MACAE;BRAZIL;0;0;0
SBES;N/A;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;BRAZIL;-22.81277778;-42.0925;18.5928
SBET;N/A;;PEDREGULHO;BRAZIL;0;0;0
SBFC;FRC;FRANCA;FRANCA;BRAZIL;-20.59194444;-47.38277778;1003.4016
SBFI;IGU;CATARATAS INTERNATIONAL;FOZ DO IGUACU;BRAZIL;-25.59611111;-54.48694444;239.8776
SBFL;FLN;HERCILIO LUZ;FLORIANOPOLIS;BRAZIL;-27.6725;-48.54777778;5.7912
SBFN;FEN;FERNANDO DE NORONHA;FERNANDO DO NORONHA;BRAZIL;-3.854722222;-32.42333333;54.864
SBFT;N/A;FRONTEIRA;FRONTEIRA;BRAZIL;-20.27833333;-49.18722222;487.3752
SBFU;N/A;FURNAS;ALPINOPOLIS;BRAZIL;-20.70277778;-46.335;735.4824
SBFZ;FOR;PINTO MARTINS INTERNATIONAL;FORTALEZA;BRAZIL;-3.776111111;-38.5325;24.9936
SBGA;N/A;;BRASILIA;BRAZIL;0;0;0
SBGL;GIG;GALEAO ANTONIO CARLOS JOBIM;RIO DE JANEIRO;BRAZIL;-22.80888889;-43.24361111;8.5344
SBGM;N/A;GUAJARA MIRIM;GUAJARA-MIRIM;BRAZIL;-10.78611111;-65.28472222;145.6944
SBGO;GYN;SANTA GENOVEVA;GOIANIA;BRAZIL;-16.63111111;-49.22222222;746.76
SBGP;N/A;;MACAE;BRAZIL;0;0;0
SBGR;GRU;GUARULHOS;SAO PAULO;BRAZIL;-23.43222222;-46.46916667;749.5032
SBGS;N/A;PONTA GROSSA;PONTA GROSSA;BRAZIL;-25.18444444;-50.14388889;788.8224
SBGW;N/A;GUARATINGUETA;GUARATINGUETA;BRAZIL;-22.79138889;-45.20472222;536.7528
SBHT;ATM;ALTAMIRA;ALTAMIRA;BRAZIL;-3.253888889;-52.25388889;112.4712
SBIC;N/A;ITACOATIARA;ITAITUBA;BRAZIL;-3.127222222;-58.48111111;43.2816
SBIH;N/A;ITAITUBA;ITAITUBA;BRAZIL;-4.242222222;-56.00055556;33.528
SBIL;IOS;ILHEUS;ILHEUS;BRAZIL;-14.81583333;-39.03305556;4.572
SBIP;IPN;USIMINAS;IPATINGA;BRAZIL;-19.47055556;-42.4875;238.9632
SBIT;N/A;HIDROELETRICA;ITUMBIARA;BRAZIL;-18.44444444;-49.21333333;496.824
SBIZ;IMP;IMPERATRIZ;IMPERATRIZ;BRAZIL;-5.531111111;-47.46;131.3688
SBJA;RIJ;;RIOJA;PERU;0;0;0
SBJC;N/A;JULIO CESAR;BELEM;BRAZIL;-1.413888889;-48.46055556;15.8496
SBJF;JDF;FRANCISCO DE ASSIS;JUIZ DE FORA;BRAZIL;-21.79138889;-43.38666667;911.0472
SBJP;JPA;INTL. PRES. CASTRO PINTO;JOAO PESSOA;BRAZIL;-7.269722222;-35.89611111;501.7008
SBJR;N/A;;RIO DE JANEIRO;BRAZIL;0;0;0
SBJV;JOI;JOINVILLE;JOINVILLE;BRAZIL;-26.22472222;-48.79722222;4.572
SBKG;CPV;;CAMPINA GRANDE;BRAZIL;0;0;0
SBKP;VCP;VIRACOPOS;CAMPINAS;BRAZIL;-23.00805556;-47.13444444;661.416
SBLJ;N/A;LAGES;LAJES;BRAZIL;-27.78194444;-50.28138889;934.212
SBLN;LIP;LINS;LINS;BRAZIL;-21.66388889;-49.73027778;475.1832
SBLO;LDB;LONDRINA;LONDRINA;BRAZIL;-23.33361111;-51.13;569.0616
